text,label
Action items from today's sync.,High
Please review this pull request before EOD.,High
Deadline for the project is tomorrow.,High
Important update regarding our meeting.,High
Action items from today's sync.,High
Please review this pull request before EOD.,High
Deadline for the project is tomorrow.,High
Important update regarding our meeting.,High
Action items from today's sync.,High
Please review this pull request before EOD.,High
Deadline for the project is tomorrow.,High
Important update regarding our meeting.,High
Action items from today's sync.,High
Please review this pull request before EOD.,High
Deadline for the project is tomorrow.,High
Important update regarding our meeting.,High
Action items from today's sync.,High
Please review this pull request before EOD.,High
Deadline for the project is tomorrow.,High
Important update regarding our meeting.,High
Action items from today's sync.,High
Please review this pull request before EOD.,High
Deadline for the project is tomorrow.,High
Important update regarding our meeting.,High
Action items from today's sync.,High
Please review this pull request before EOD.,High
Deadline for the project is tomorrow.,High
Important update regarding our meeting.,High
Action items from today's sync.,High
Please review this pull request before EOD.,High
Deadline for the project is tomorrow.,High
Important update regarding our meeting.,High
Action items from today's sync.,High
Please review this pull request before EOD.,High
Deadline for the project is tomorrow.,High
Important update regarding our meeting.,High
Action items from today's sync.,High
Please review this pull request before EOD.,High
Deadline for the project is tomorrow.,High
Important update regarding our meeting.,High
Action items from today's sync.,High
Please review this pull request before EOD.,High
Deadline for the project is tomorrow.,High
Important update regarding our meeting.,High
Action items from today's sync.,High
Please review this pull request before EOD.,High
Deadline for the project is tomorrow.,High
Important update regarding our meeting.,High
Action items from today's sync.,High
Please review this pull request before EOD.,High
Deadline for the project is tomorrow.,High
Important update regarding our meeting.,High
Action items from today's sync.,High
Please review this pull request before EOD.,High
Deadline for the project is tomorrow.,High
Important update regarding our meeting.,High
Action items from today's sync.,High
Please review this pull request before EOD.,High
Deadline for the project is tomorrow.,High
Important update regarding our meeting.,High
Action items from today's sync.,High
Here is the weekly status report.,Medium
Just checking in on the status of the ticket.,Medium
Let's schedule a call for next week.,Medium
Your invoice is attached.,Medium
Here is the weekly status report.,Medium
Just checking in on the status of the ticket.,Medium
Let's schedule a call for next week.,Medium
Your invoice is attached.,Medium
Here is the weekly status report.,Medium
Just checking in on the status of the ticket.,Medium
Let's schedule a call for next week.,Medium
Your invoice is attached.,Medium
Here is the weekly status report.,Medium
Just checking in on the status of the ticket.,Medium
Let's schedule a call for next week.,Medium
Your invoice is attached.,Medium
Here is the weekly status report.,Medium
Just checking in on the status of the ticket.,Medium
Let's schedule a call for next week.,Medium
Your invoice is attached.,Medium
Here is the weekly status report.,Medium
Just checking in on the status of the ticket.,Medium
Let's schedule a call for next week.,Medium
Your invoice is attached.,Medium
Here is the weekly status report.,Medium
Just checking in on the status of the ticket.,Medium
Let's schedule a call for next week.,Medium
Your invoice is attached.,Medium
Here is the weekly status report.,Medium
Just checking in on the status of the ticket.,Medium
Let's schedule a call for next week.,Medium
Your invoice is attached.,Medium
Here is the weekly status report.,Medium
Just checking in on the status of the ticket.,Medium
Let's schedule a call for next week.,Medium
Your invoice is attached.,Medium
Here is the weekly status report.,Medium
Just checking in on the status of the ticket.,Medium
Let's schedule a call for next week.,Medium
Your invoice is attached.,Medium
Here is the weekly status report.,Medium
Just checking in on the status of the ticket.,Medium
Let's schedule a call for next week.,Medium
Your invoice is attached.,Medium
Here is the weekly status report.,Medium
Just checking in on the status of the ticket.,Medium
Let's schedule a call for next week.,Medium
Your invoice is attached.,Medium
Here is the weekly status report.,Medium
Just checking in on the status of the ticket.,Medium
Let's schedule a call for next week.,Medium
Your invoice is attached.,Medium
Here is the weekly status report.,Medium
Just checking in on the status of the ticket.,Medium
Let's schedule a call for next week.,Medium
Your invoice is attached.,Medium
Here is the weekly status report.,Medium
Just checking in on the status of the ticket.,Medium
Let's schedule a call for next week.,Medium
Your invoice is attached.,Medium
Here is the weekly status report.,Medium
Just checking in on the status of the ticket.,Medium
Let's schedule a call for next week.,Medium
Your invoice is attached.,Medium
Here is the weekly status report.,Medium
Just checking in on the status of the ticket.,Medium
Let's schedule a call for next week.,Medium
Your invoice is attached.,Medium
Here is the weekly status report.,Medium
Just checking in on the status of the ticket.,Medium
Let's schedule a call for next week.,Medium
Your invoice is attached.,Medium
Here is the weekly status report.,Medium
Just checking in on the status of the ticket.,Medium
Let's schedule a call for next week.,Medium
Your invoice is attached.,Medium
Here is the weekly status report.,Medium
Just checking in on the status of the ticket.,Medium
Let's schedule a call for next week.,Medium
Your invoice is attached.,Medium
Weekly newsletter from our company.,Low
Check out these new items on sale.,Low
Someone viewed your profile.,Low
Your order has shipped.,Low
Weekly newsletter from our company.,Low
Check out these new items on sale.,Low
Someone viewed your profile.,Low
Your order has shipped.,Low
Weekly newsletter from our company.,Low
Check out these new items on sale.,Low
Someone viewed your profile.,Low
Your order has shipped.,Low
Weekly newsletter from our company.,Low
Check out these new items on sale.,Low
Someone viewed your profile.,Low
Your order has shipped.,Low
Weekly newsletter from our company.,Low
Check out these new items on sale.,Low
Someone viewed your profile.,Low
Your order has shipped.,Low
Weekly newsletter from our company.,Low
Check out these new items on sale.,Low
Someone viewed your profile.,Low
Your order has shipped.,Low
Weekly newsletter from our company.,Low
Check out these new items on sale.,Low
Someone viewed your profile.,Low
Your order has shipped.,Low
Weekly newsletter from our company.,Low
Check out these new items on sale.,Low
Someone viewed your profile.,Low
Your order has shipped.,Low
Weekly newsletter from our company.,Low
Check out these new items on sale.,Low
Someone viewed your profile.,Low
Your order has shipped.,Low
Weekly newsletter from our company.,Low
Check out these new items on sale.,Low
Someone viewed your profile.,Low
Your order has shipped.,Low
Weekly newsletter from our company.,Low
Check out these new items on sale.,Low
Someone viewed your profile.,Low
Your order has shipped.,Low
Weekly newsletter from our company.,Low
Check out these new items on sale.,Low
Someone viewed your profile.,Low
Your order has shipped.,Low
Weekly newsletter from our company.,Low
Check out these new items on sale.,Low
Someone viewed your profile.,Low
Your order has shipped.,Low
Weekly newsletter from our company.,Low
Check out these new items on sale.,Low
Someone viewed your profile.,Low
Your order has shipped.,Low
Weekly newsletter from our company.,Low
Check out these new items on sale.,Low
Someone viewed your profile.,Low
Your order has shipped.,Low
Weekly newsletter from our company.,Low
Check out these new items on sale.,Low
Someone viewed your profile.,Low
Your order has shipped.,Low
Weekly newsletter from our company.,Low
Check out these new items on sale.,Low
Someone viewed your profile.,Low
Your order has shipped.,Low
Weekly newsletter from our company.,Low
Check out these new items on sale.,Low
Someone viewed your profile.,Low
Your order has shipped.,Low
Weekly newsletter from our company.,Low
Check out these new items on sale.,Low
Someone viewed your profile.,Low
Your order has shipped.,Low
Weekly newsletter from our company.,Low
Check out these new items on sale.,Low
Someone viewed your profile.,Low
Your order has shipped.,Low
